,Name,StandardSmiles
7058,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,O=C(Nc1ccc2ccn(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1
7059,"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",O=C(O)C[C@@H](Cc1cccc2ccccc12)N1C(=O)c2ccc(C(=O)O)cc2C1=O
7060,NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,CC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CCO
7061,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE",CNC(=O)C(NC(=O)C(CC(C)C)C(CNC(=O)c1nccs1)C(O)=NO)C(C)(C)C
7062,"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE",CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl
7063,"R,S-Warfarin alcohol",C[C@H](O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
7064,"S,R-Warfarin alcohol",C[C@@H](O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
7065,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",Oc1ccc([C@@H]2Oc3cccc(O)c3[C@@H]3CCC[C@@H]32)cc1
7066,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,O=C(C1CCCN1C(=O)CCn1c(=O)c(-c2ccccc2)nc2ccccc21)N1CCCC1
7067,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",O=C(C1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1
7068,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",CC(C)CC(O)C(O)CNCC1CCCCC1
7069,"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine",COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@H](C1CC1)C=C2
7070,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](C#CC#CC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
7071,"2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE",Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O
7072,Casimiroin,COc1cc(=O)n(C)c2c3c(ccc12)OCO3
7073,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,O=C1CN(S(=O)(=O)/C=C/c2ccc(Cl)cc2)CCN1CC1CCN(c2ccncc2)CC1
7074,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,O=S(=O)(/C=C/c1ccc(Cl)cc1)N1CCN(CC2CCN(c3ccncc3)CC2)CC1
7075,"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",CC(=O)N1c2cccc(O)c2N=C2CC(C)(C)CC(=O)C2[C@@H]1c1ccc(Cl)cc1Cl
7076,4-(Dimethylamino)benzoic acid,CN(C)c1ccc(C(=O)O)cc1
7077,3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE,CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1
7078,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",N=C1NC2(CCN(C(=O)c3ccc(CN)cc3)CC2)Nc2cccc(F)c21
7079,"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",CC(=O)N(C)CCN(C)c1ccc([N+](=O)[O-])c2nonc12
7080,N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,CN1CCC(C#N)(NC(=O)C(CC2CCCCC2)NC(=O)N2CCOCC2)CC1
7081,"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE",CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O
7083,N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,C[C@@](C#N)(COCc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)N1CCOCC1
7084,Y-27632,C[C@@H](N)C1CCC(C(=O)Nc2ccncc2)CC1
7085,5-(2-chlorophenyl)furan-2-carbohydrazide,NNC(=O)c1ccc(-c2ccccc2Cl)o1
7086,"IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE",NNC(=O)c1cn2ccc3ccccc3c2n1
7087,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",CC(C(=O)CP(=O)(O)O)[C@@H](O)[C@@H](C)C[C@@H](C)CO
7088,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,O=C(O)C(Cc1ccccc1)Oc1ccc(Cl)cc1
7089,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1
7090,O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID,CC(NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)[P@@](=O)(O)OC(Cc1ccccc1)C(=O)O
7091,[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE,N=C(N)c1ccc(C(NC(=O)OCc2ccccc2)P(=O)(O)O)cc1
7092,"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE",NS(=O)(=O)c1nc2ccc(O)cc2s1
7093,Zofenoprilat,CC(CS)C(=O)N1C[C@@H](Sc2ccccc2)CC1C(=O)O
7094,2-(4-METHOXYPHENYL)ACETAMIDE,COc1ccc(CC(N)=O)cc1
7095,N(6)-dimethylallyladenine,CC(C)=CCNc1ncnc2[nH]cnc12
7096,"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
7097,"(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one",CC(C)c1sc(Nc2ccccc2F)nc1O
7098,Zopolrestat,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12
7099,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,Oc1ccc(-c2cc3ccc(O)cc3s2)cc1
7100,"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",NC[C@H]1CN(c2c(-c3ccccc3)cnc3[nH]ncc23)CCO1
7101,Benzoyl-tyrosine-alanine-fluoro-methyl ketone,CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)CF
7102,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",CC(=O)Nc1nc2c(s1)C(=O)NCCC2
7103,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",O=c1[nH]cnc2sc3c(c12)CCCC3
7104,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",CC(C)(C)Nc1nc(N)c(C(=O)c2ccccc2)s1
7105,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol,CSc1nc(Cc2cccs2)c(O)[nH]1
7106,6-MORPHOLIN-4-YL-9H-PURINE,c1nc(N2CCOCC2)c2[nH]cnc2n1
7107,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",NC[C@H]1CN(c2c(Br)cnc3[nH]ncc23)CCO1
7108,4-(2-AMINOETHYL)BENZENESULFONAMIDE,NCCc1ccc(S(N)(=O)=O)cc1
7109,(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,COC(=O)C(Cc1ccc(C[Se](=O)O)cc1)NC(=O)OC(C)(C)C
7110,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID,O=C(O)c1cccnc1Nc1ccc(Cl)cc1
7111,4-Methylcoumarin,Cc1cc(=O)oc2ccccc12
7112,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,COCCOc1cc(C)nc(N)n1
7114,"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",CCOc1ccc(-c2c(C#N)c(N)nc3sc(C(N)=O)c(N)c23)cc1
7115,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1
7116,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,O=C(O)c1cnn(-c2ccccc2)c1
7117,"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",NC(=O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1
7118,Diloxanide,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1
7119,Ethyl biscoumacetate,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
7121,Pipazethate,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
7122,Salicylamide,NC(=O)c1ccccc1O
7123,Sulfamoxole,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C
7124,Antazoline,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
7125,Chloropyramine,NC1OC=CC=C1Cl
7126,Dimetindene,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
7127,Isothipendyl,CC(CN1c2ccccc2Sc2cccnc21)N(C)C
7128,Tymazoline,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1
7129,Nandrolone decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]12C
7130,Metiamide,CNC(=S)NCCSCc1[nH]cnc1C
7131,Roxatidine acetate,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1
7132,Bopindolol,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
7133,Bupranolol,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
7134,Dichloroacetic acid,O=C(O)C(Cl)Cl
7135,Cinitapride,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1
7136,Tofisopam,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21
7137,Triflusal,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
7138,Lurasidone,Oc1c2c(c(O)n1C[C@@H]1CCCC[C@H]1CN1CCN(c3nsc4ccccc34)CC1)[C@H]1CC[C@@H]2C1
7141,Tafluprost,CC(C)OC(=O)CCC/C=C/CC1C(O)CC(O)C1/C=C/C(F)(F)COc1ccccc1
7142,Ivacaftor,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
7145,Ioflupane I-123,COC(=O)C1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
7146,Deferiprone,Cc1c(O)c(=O)ccn1C
7148,Vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
7150,2-deoxyglucose,O=CC[C@@H](O)[C@H](O)[C@H](O)CO
7151,Taurochenodeoxycholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
7152,Tauroursodeoxycholic acid,CC(CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2C3CC[C@@H]4CC(O)CC[C@]4(C)C3CC[C@@]21C
7153,Spaglumic acid,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
7154,Temocapril,CCOC(=O)C(CCc1ccccc1)NC1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O
7155,Tetraethylammonium,CC[N+](CC)(CC)CC
7156,Agmatine,N=C(N)NCCCCN
7157,Serotonin,NCCc1c[nH]c2ccc(O)cc12
7158,N-methylnicotinamide,CNC(=O)c1cccnc1
7159,Tyramine,NCCc1ccc(O)cc1
7160,Acetylcarnitine,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
7161,GS 0573,Nc1nc(N)c2ncn(CCOCP(=O)(O)O)c2n1
7162,Uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
7163,Oxogluric acid,O=C(O)CCC(=O)C(=O)O
7164,Ellagic acid,O=c1c(O)cc2c(O)oc3c(=O)c(O)cc4c(O)oc1c2c43
7165,Hydroxyproline,O=C(O)C1C[C@@H](O)CN1
7166,Guvacine,O=C(O)C1=CCCNC1
7167,Nipecotic acid,O=C(O)C1CCCNC1
7170,cis-Diamminechlorocholylglycinateplatinum(II),CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
7171,Pitavastatin,O=C(O)CC(O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
7174,Rilpivirine,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
7175,Crizotinib,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
7176,Ulipristal,CC(=O)[C@@]1(O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)C[C@@]21C
7177,Fingolimod,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
7179,Gabapentin enacarbil,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
7180,Boceprevir,CC(C)(C)NC(=O)NC(C(=O)N1C[C@H]2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
7182,Aminopterin,NNc1nc(=O)c2nccnc2[nH]1
7183,Teriflunomide,CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
7184,Linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
7185,Perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
7187,Icosapent ethyl,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
7188,Carfilzomib,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)[C@@]1(C)CO1
7191,Arbaclofen Placarbil,CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C
7192,Mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
7193,Tofacitinib,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
7194,Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
7195,Aclidinium,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
7196,Enzalutamide,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
7199,Fluticasone furoate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
7200,Dimethyl fumarate,COC(=O)/C=C/C(=O)OC
7201,Glycerol phenylbutyrate,CCC(C(=O)O)c1ccccc1
7202,Pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
7203,Trametinib,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
7205,Radium Ra 223 dichloride,[223Ra+2]
7206,Aleglitazar,COC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O
7207,Afatinib,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
7208,Levomilnacipran,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
7209,(4R)-limonene,C=C(C)C1CC=C(C)CC1
7210,Perospirone,Oc1c2c(c(O)n1CCCCN1CCN(c3nsc4ccccc34)CC1)CCCC2
7211,Amfecloral,CC(Cc1ccccc1)N=CC(Cl)(Cl)Cl
7212,Adrafinil,[O-][S+](CC(O)=NO)C(c1ccccc1)c1ccccc1
7213,Acediasulfone,Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)O)cc2)cc1
7214,Amperozide,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
7215,Arsthinol,CC(=O)Nc1cc([As]2SCC(CO)S2)ccc1O
7216,Dolutegravir,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
7217,Riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
7218,Macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
7219,Luliconazole,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
7220,Sofosbuvir,CC(C)OC(=O)C(C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
7221,Chlorcyclizine,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
7222,Magaldrate,O=S(=O)(O)O
7223,Letosteine,CCOC(=O)CSCCC1NC(C(=O)O)CS1
7224,Kebuzone,CC(=O)CCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
7225,Isoxsuprine,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1
7226,Isoxicam,Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)no1
7227,Isoconazole,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
7228,Isoaminile,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C
7230,Iopanoic acid,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
7232,Iodamide,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
7234,Indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
7235,Indoprofen,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
7236,Indenolol,CC(C)NCC(O)COc1cccc2c1C=CC2
7237,Indalpine,c1ccc2c(CCC3CCNCC3)c[nH]c2c1
7238,Ifenprodil,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
7239,Ibuproxam,CC(C)Cc1ccc(C(C)C(O)=NO)cc1
7240,Hydroxydione,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(=O)COC(=O)CCC(=O)O)CC[C@@H]12
7242,Hexetidine,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
7243,Hexamethonium,C[N+](C)(C)CCCCCC[N+](C)(C)C
7244,Azosemide,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl
7245,Glibornuride,Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1
7246,Glafenine,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
7247,Gemeprost,CCCCC(C)(C)[C@H](O)/C=C/[C@@H]1C(CCCC/C=C/C(=O)OC)C(=O)C[C@H]1O
7248,Fusafungine,CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O
7249,Fursultiamine,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
7250,Dimetotiazine,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C
7251,Fominoben,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1
7252,Flurothyl,FC(F)(F)COCC(F)(F)F
7253,Fluprednidene,C=C1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO
7254,Fluocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)C1C(=O)CO
7255,Flumequine,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
7256,Fluclorolone acetonide,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@]2(C(=O)CO)O1
7257,Flubendazole,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1
7258,Florantyrone,O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13
7259,Floctafenine,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
7260,Fentonium,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
7261,Fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
7262,Fendiline,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
7263,Fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
7264,Etozoline,CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1C
7265,Etofibrate,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1
7266,Etofenamate,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
7267,Etilefrine,CCNCC(O)c1cccc(O)c1
7268,Etifoxine,CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1
7269,Etidocaine,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
7270,Ethoheptazine,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
7271,Etamivan,CCN(CC)C(=O)c1ccc(O)c(OC)c1
7272,Eprazinone,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
7273,Epirizole,COc1cc(C)nc(-n2nc(C)cc2OC)n1
7274,Eperisone,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1
7276,Ditazole,OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1
7278,Dimetacrine,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21
7279,Dexetimide,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
7280,Demexiptiline,CNCCON=c1c2ccccc2ccc2ccccc12
7281,Cyclopentamine,CNC(C)CC1CCCC1
7282,Cyamemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
7283,Barbexaclone,CN[C@@H](C)CC1CCCCC1
7284,Cloperastine,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
7285,Clocapramine,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
7286,Clobutinol,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
7287,Clinofibrate,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
7288,Chlorphenoxamine,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
7289,Cefaloridine,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12
7290,Articaine,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
7291,Carmofur,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
7292,Beclamide,O=C(CCCl)NCc1ccccc1
7294,Befunolol,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1
7295,Captodiame,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1
7296,Canrenoic acid,C[C@]12CCC(=O)C=C1C=CC1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)CCC(=O)O
7297,Butriptyline,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
7298,Brotizolam,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
7299,Bromopride,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
7300,Bromhexine,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
7301,Bisacodyl,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
